Type_ID,Authorisation_document_reference (EIN),Type_Name,Authorisation_Status,Last_Update,ERA_URL
31-117-0001-3-001-001,EU8020230283,Viaggio N: ABbmpvz,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0001-3-001-001
31-117-0002-1-001-001,EU8020230283,Viaggio N: Ampz1,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0002-1-001-001
31-117-0003-9-001-001,EU8020230283,Viaggio N: Ampz2,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0003-9-001-001
31-117-0004-7-001-001,EU8020230283,Viaggio N: Bbmpvz,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0004-7-001-001
31-117-0005-4-001-001,EU8020230283,Viaggio N: Bcmz,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0005-4-001-001
31-117-0006-2-001-001,EU8020230283,Viaggio N: Bfmpz,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0006-2-001-001
31-117-0007-0-001-001,EU8020230283,Viaggio N: Bmpz,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0007-0-001-001
31-117-0008-8-001-001,EU8020230283,Viaggio N: BRmpz,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0008-8-001-001
31-117-0009-6-001-001,EU8020230283,Viaggio N: WLAmz1,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0009-6-001-001
31-117-0010-4-001-001,EU8020230283,Viaggio N: WLAmz2,Valid (European Union),2025-02-17,https://eratv.era.europa.eu/Eratv/Home/View/31-117-0010-4-001-001
11-291-0001-0-001-001,CH8020230256,Re 420 HVZ,Valid (Switzerland),2025-02-13,https://eratv.era.europa.eu/Eratv/Home/View/11-291-0001-0-001-001
31-131-0001-4-001-001,CH8020220133,Bt DPZ+,Valid (Switzerland),2025-02-13,https://eratv.era.europa.eu/Eratv/Home/View/31-131-0001-4-001-001
11-278-0003-3-001-001,CH8020220133,Re 450,Valid (Switzerland),2025-02-11,https://eratv.era.europa.eu/Eratv/Home/View/11-278-0003-3-001-001
13-349-0001-4-001-001,PL8020250028,14WEa,Valid (Poland),2025-02-11,https://eratv.era.europa.eu/Eratv/Home/View/13-349-0001-4-001-001
13-188-0004-0-001-001,ES8020240251,Serie 529 RAM,Valid (Spain),2025-02-11,https://eratv.era.europa.eu/Eratv/Home/View/13-188-0004-0-001-001
11-310-0001-8-001-001,RO8020250023,Locomotiva electrica LE 5100 kW modernizata cu motoare electrice de tractiune asincrone si sistem ETCS nivel 2,Valid (Romania),2025-02-11,https://eratv.era.europa.eu/Eratv/Home/View/11-310-0001-8-001-001
13-079-0005-8-001-001,CH8020240171,RABe 501,Valid (Switzerland),2025-02-11,https://eratv.era.europa.eu/Eratv/Home/View/13-079-0005-8-001-001
11-140-0002-7-001-001,EU8020220158,X4-Dual-Mode (X4-DM)_Release E42.00_DE,Valid (European Union),2025-02-11,https://eratv.era.europa.eu/Eratv/Home/View/11-140-0002-7-001-001
11-140-0003-5-001-001,EU8020220200,X4-Dual-Mode (X4-DM)_Release E42.00_AT,Valid (European Union),2025-02-11,https://eratv.era.europa.eu/Eratv/Home/View/11-140-0003-5-001-001
13-167-0001-0-001-002,DE5920201038,2. Version BR403 (DE 08),Valid (Germany),2025-02-10,https://eratv.era.europa.eu/Eratv/Home/View/13-167-0001-0-001-002
72-002-0005-8-001-001,EU8020250005,Unimat 09-8x4/4S,Valid (European Union),2025-02-07,https://eratv.era.europa.eu/Eratv/Home/View/72-002-0005-8-001-001
11-056-0002-5-001-001,PL8020240323,6Dm GSM-R,Valid (Poland),2025-02-07,https://eratv.era.europa.eu/Eratv/Home/View/11-056-0002-5-001-001
11-057-0093-2-001-001,EU8020250036,X4-G_Corridor DE_Rel. E42.02,Valid (European Union),2025-02-07,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0093-2-001-001
71-056-0026-1-001-001,IT8020230235,OCPD002-E Veicolo diagnostico a carrelli,Valid (Italy),2025-02-07,https://eratv.era.europa.eu/Eratv/Home/View/71-056-0026-1-001-001
13-078-0002-7-013-001,IT8020250034,ETR104.v7.s2,Valid (Italy),2025-02-06,https://eratv.era.europa.eu/Eratv/Home/View/13-078-0002-7-013-001
51-474-0002-1-001-001,EU8020250016,Sggmrs(s) 90‘(Compact brake) TA.05192.00.C,Valid (European Union),2025-02-06,https://eratv.era.europa.eu/Eratv/Home/View/51-474-0002-1-001-001
51-469-0001-3-001-001,EU8020240255,Zacns 92m³,Valid (European Union),2025-02-04,https://eratv.era.europa.eu/Eratv/Home/View/51-469-0001-3-001-001
13-018-0010-6-003-001,FR8020230198,TGV29000 - Duplex - ERTMS BL3,Valid (France),2025-02-04,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0010-6-003-001
31-141-0001-3-001-001,RO8020250022,Vagon de calatori modernizat seria 1976 proiect GR1980.1976-00.00/B,Valid (Romania),2025-02-04,https://eratv.era.europa.eu/Eratv/Home/View/31-141-0001-3-001-001
13-193-0003-2-001-001,EU8020250010,BR 2442 WFN4,Valid (European Union),2025-02-04,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0003-2-001-001
11-022-0006-8-001-001,PL8020240327,TRAXX3_DC_CC20B_PL_VR01.2,Valid (Poland),2025-02-03,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0006-8-001-001
11-146-0002-4-001-001,SE8020240067,Tde,Valid (Sweden),2025-02-03,https://eratv.era.europa.eu/Eratv/Home/View/11-146-0002-4-001-001
51-316-0002-4-001-001,EU8020250009,Zags 106m³,Valid (European Union),2025-02-03,https://eratv.era.europa.eu/Eratv/Home/View/51-316-0002-4-001-001
73-049-0001-7-002-001,FR8020250020,Wagon Pousseur Régaleur de Ballast 2,Valid (France),2025-01-31,https://eratv.era.europa.eu/Eratv/Home/View/73-049-0001-7-002-001
13-352-0001-8-001-001,FR8020250008,Z56700 – 110m – V200 UM3,Valid (France),2025-01-29,https://eratv.era.europa.eu/Eratv/Home/View/13-352-0001-8-001-001
51-352-0004-5-001-003,EU8020230228,Zacns tank wagon 133,Valid (European Union),2025-01-28,https://eratv.era.europa.eu/Eratv/Home/View/51-352-0004-5-001-003
11-082-0001-3-001-002,IT8020230110,744.1B,Valid (Italy),2025-01-24,https://eratv.era.europa.eu/Eratv/Home/View/11-082-0001-3-001-002
11-101-0025-0-001-001,EU8020240215,ES64F4 Variant O,Valid (European Union),2025-01-24,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0025-0-001-001
11-101-0022-7-001-001,EU8020240215,ES64F4 Variant K,Valid (European Union),2025-01-24,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0022-7-001-001
11-101-0023-5-001-001,EU8020240215,ES64F4 Variant H,Valid (European Union),2025-01-24,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0023-5-001-001
11-101-0024-3-001-001,EU8020240215,ES64F4 Variant M,Valid (European Union),2025-01-24,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0024-3-001-001
11-272-0001-0-001-001,SE8020240070,Rde,Valid (Sweden),2025-01-23,https://eratv.era.europa.eu/Eratv/Home/View/11-272-0001-0-001-001
51-437-0001-0-002-001,EU8020230229,Sggqrss 80,Valid (European Union),2025-01-22,https://eratv.era.europa.eu/Eratv/Home/View/51-437-0001-0-002-001
51-437-0001-0-001-001,EU8020230229,Sggqqrss 80,Valid (European Union),2025-01-22,https://eratv.era.europa.eu/Eratv/Home/View/51-437-0001-0-001-001
51-471-0001-9-001-001,EU8020250004,Zacns GATX type 1698,Valid (European Union),2025-01-22,https://eratv.era.europa.eu/Eratv/Home/View/51-471-0001-9-001-001
13-272-0003-4-001-002,EU8020250007,HTR412 R2 S2,Valid (European Union),2025-01-22,https://eratv.era.europa.eu/Eratv/Home/View/13-272-0003-4-001-002
11-075-0005-8-001-001,EU8020210243,EURODUAL E25/3 ES,Valid (European Union),2025-01-22,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0005-8-001-001
11-054-0019-4-001-001,"AT5920231007, NL5120170025, BE5920201008, DE5920201171",TRAXX2E MS-KF4-D-A-B-NL/VR09.3.3,Valid (European Union),2025-01-21,https://eratv.era.europa.eu/Eratv/Home/View/11-054-0019-4-001-001
13-314-0002-6-001-001,Do not use,Do not use,Revoked 20250120 (European Union),2025-01-20,https://eratv.era.europa.eu/Eratv/Home/View/13-314-0002-6-001-001
71-054-0004-3-001-001,HU8020240209,Plasser & Theurer DGS 62N NG (EVM-120) típusú vasúti dinamikus vágánystabilizálógép,Valid (Hungary),2025-01-20,https://eratv.era.europa.eu/Eratv/Home/View/71-054-0004-3-001-001
71-048-0002-9-001-001,HU8020240208,"UNIMAT 08-4x4/4S (EVM-120) típusú vasúti kitérő -, vágányszabályozógép",Valid (Hungary),2025-01-17,https://eratv.era.europa.eu/Eratv/Home/View/71-048-0002-9-001-001
13-272-0003-4-001-001,IT8020240177,HTR412 R2,Valid (Italy),2025-01-17,https://eratv.era.europa.eu/Eratv/Home/View/13-272-0003-4-001-001
11-098-0002-7-001-001,NO5920221003,Di8 version with ETCS (ESC-NO-01 and ESC-NO-02),Valid (Norway),2025-01-16,https://eratv.era.europa.eu/Eratv/Home/View/11-098-0002-7-001-001
13-079-0004-1-001-002,EU8020240049,RABe 501,Valid (European Union),2025-01-16,https://eratv.era.europa.eu/Eratv/Home/View/13-079-0004-1-001-002
13-079-0004-1-001-001,EU8020240049,RABe 501,Valid (European Union),2025-01-16,https://eratv.era.europa.eu/Eratv/Home/View/13-079-0004-1-001-001
71-238-0001-8-001-001,HU8020240206,"RM85-750 (EVM-120) típusú fix kétegységes vasúti ágyazattisztító -, és ágyazatrostálógép",Valid (Hungary),2025-01-15,https://eratv.era.europa.eu/Eratv/Home/View/71-238-0001-8-001-001
13-353-0001-6-001-001,FR8020240330,Z59000 -110m - V200,Valid (France),2025-01-14,https://eratv.era.europa.eu/Eratv/Home/View/13-353-0001-6-001-001
13-018-0010-6-004-002,FR8020240003,TGV39700– P Duplex – ERTMS BL3 - Tango,Valid (France),2025-01-13,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0010-6-004-002
51-468-0001-5-001-001,EU8020240317,Kgmns,Valid (European Union),2025-01-13,https://eratv.era.europa.eu/Eratv/Home/View/51-468-0001-5-001-001
72-001-0001-9-001-001,SI8020240331,R16T,Valid (Slovenia),2025-01-09,https://eratv.era.europa.eu/Eratv/Home/View/72-001-0001-9-001-001
11-204-0003-9-001-002,EU8020230147,X4-E-Loco-B SE-NO (E32.02),Valid (European Union),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/11-204-0003-9-001-002
11-204-0003-9-001-001,EU8020230146,X4-E-Loco-B SE-NO (E32.02),Valid (European Union),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/11-204-0003-9-001-001
11-204-0002-1-001-002,EU8020230045,X4-E-Loco-B DE-AT-DK-SE-NO (E32.02),Valid (European Union),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/11-204-0002-1-001-002
11-204-0002-1-001-001,EU8020230044,X4-E-Loco-B DE-AT-DK-SE-NO (E32.02),Valid (European Union),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/11-204-0002-1-001-001
11-204-0001-3-001-002,EU8020220267,X4-E-Loco-B DE-AT-DK (E32.02),Valid (European Union),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/11-204-0001-3-001-002
13-240-0001-5-001-001,FR8020240173,Z58500,Valid (France),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/13-240-0001-5-001-001
11-204-0001-3-001-001,EU8020220266,X4-E-Loco-B DE-AT-DK (E32.02),Valid (European Union),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/11-204-0001-3-001-001
13-178-0016-5-001-001,EU8020240308,Mireo Plus H 2-Teiler PZB HKB,Valid (European Union),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/13-178-0016-5-001-001
72-049-0001-8-001-001,IT8020240304,OBW10 V_EM,Valid (Italy),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/72-049-0001-8-001-001
13-093-0001-8-008-001,IT8020230101,ETR621 V5,Valid (Italy),2025-01-07,https://eratv.era.europa.eu/Eratv/Home/View/13-093-0001-8-008-001
71-301-0001-4-001-001,HU8020240249,DMm-C (A) (+Afp-221 típusú mérőáramszedő és klímaberendezés opció),Valid (Hungary),2024-12-23,https://eratv.era.europa.eu/Eratv/Home/View/71-301-0001-4-001-001
13-312-0002-0-001-001,PL8020240318,EN71AKŚ,Valid (Poland),2024-12-23,https://eratv.era.europa.eu/Eratv/Home/View/13-312-0002-0-001-001
71-128-0001-1-003-001,HU8020240247,FJ-C (A) + HMF (810K3-RC) járműdaru opció + Stemmann IFB86.28 típ. mérőáramszedő opció (az FJ-D-HMF 810K3-RC új járműtípus változata / new variant of FJ-D-HMF 810K3-RC),Valid (Hungary),2024-12-23,https://eratv.era.europa.eu/Eratv/Home/View/71-128-0001-1-003-001
13-028-0004-8-002-001,EU8020240220,ETR610 2S BL3 MESA26,Valid (European Union),2024-12-23,https://eratv.era.europa.eu/Eratv/Home/View/13-028-0004-8-002-001
73-120-0002-4-001-001,FI8020240236,Tnk 4 - WP455,Valid (Finland),2024-12-20,https://eratv.era.europa.eu/Eratv/Home/View/73-120-0002-4-001-001
71-117-0002-2-001-001,ES8020240328,UROMAC T-RAIL 1435/1668,Valid (Spain),2024-12-20,https://eratv.era.europa.eu/Eratv/Home/View/71-117-0002-2-001-001
13-362-0001-7-001-001,PL8020240325,228M,Valid (Poland),2024-12-20,https://eratv.era.europa.eu/Eratv/Home/View/13-362-0001-7-001-001
11-272-0002-8-001-001,SE8020240320,Rc4 GC,Valid (Sweden),2024-12-20,https://eratv.era.europa.eu/Eratv/Home/View/11-272-0002-8-001-001
51-060-0003-6-001-001,EU8020240326,Sgmmnss,Valid (European Union),2024-12-20,https://eratv.era.europa.eu/Eratv/Home/View/51-060-0003-6-001-001
13-092-0002-8-001-001,IT8020200011,"BTR813 ""comando multiplo""",Valid (Italy),2024-12-19,https://eratv.era.europa.eu/Eratv/Home/View/13-092-0002-8-001-001
13-075-0001-5-001-004,AT5920221002; DE5920191000,ICx Configuration K3s,Valid (European Union),2024-12-19,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0001-5-001-004
11-057-0044-5-001-001,EU8020210216,X4-E-Loco-AB DE-AT-IT-CH-NL (Rel. E2.01),Valid (European Union),2024-12-19,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0044-5-001-001
71-256-0001-0-001-001,FR8020240319,109-3X Dynamic,Valid (France),2024-12-19,https://eratv.era.europa.eu/Eratv/Home/View/71-256-0001-0-001-001
11-057-0083-3-001-001,EU8020240259,X4-A_Corridor DE-AT-PL-CZ-SK-HU-RO-BG_Rel.F1.08a,Valid (European Union),2024-12-19,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0083-3-001-001
11-057-0077-5-001-001,EU8020240316,X4-A_Corridor DE-AT-HU-BG-SI-HR-RS_Rel.F1.08a,Valid (European Union),2024-12-19,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0077-5-001-001
11-057-0066-8-001-001,EU8020240311,X4-E-Loco-AB DE-AT-CH-IT-NL (Rel. E2.05a),Valid (European Union),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0066-8-001-001
13-075-0002-3-001-004,AT5920221003; DE5920201062,Cx Configuration K4s,Valid (European Union),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0002-3-001-004
51-311-0001-7-001-004,NL5320190022,Eamnos,Valid (European Union),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/51-311-0001-7-001-004
51-310-0001-9-001-004,NL5320190021,Eamnos,Valid (European Union),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/51-310-0001-9-001-004
11-122-0018-1-001-002,EU8020240091,Traxx AC2 SN ETCS GC NO-SE,Valid (European Union),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0018-1-001-002
51-475-0001-0-001-001,EU8020240321,"Eanos 82,7 m³",Valid (European Union),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/51-475-0001-0-001-001
11-057-0089-0-001-001,EU8020240314,X4-B_Corridor DE-AT-CZ-SK-HU-RO-BG_Rel.F1.08a,Valid (European Union),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0089-0-001-001
11-290-0001-2-001-001,HU8020240186,CEA1D1,Valid (Hungary),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/11-290-0001-2-001-001
13-340-0001-3-001-001,PL8020240313,40WEa,Valid (Poland),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/13-340-0001-3-001-001
13-331-0001-2-001-001,FR8020240298,CDG60000 – 6 Caisses – Cat A,Valid (France),2024-12-18,https://eratv.era.europa.eu/Eratv/Home/View/13-331-0001-2-001-001
51-398-0001-4-001-001,EU8020210089,Ua,Valid (European Union),2024-12-17,https://eratv.era.europa.eu/Eratv/Home/View/51-398-0001-4-001-001
13-332-0001-0-001-001,FR8020240297,CDG40000 – 4 Caisses – Cat A,Valid (France),2024-12-16,https://eratv.era.europa.eu/Eratv/Home/View/13-332-0001-0-001-001
13-111-0020-8-001-001,DE8020240296,CORADIA Continental BR1440 Karlsruhe 5-Teiler GMFT,Valid (Germany),2024-12-16,https://eratv.era.europa.eu/Eratv/Home/View/13-111-0020-8-001-001
72-049-0002-6-001-001,IT8020240315,OBW10 V-N_EM,Valid (Italy),2024-12-16,https://eratv.era.europa.eu/Eratv/Home/View/72-049-0002-6-001-001
11-295-0001-1-001-001,RO8020240307,Locomotiva electrica 3400 kW cu ICBRJT,Valid (Romania),2024-12-16,https://eratv.era.europa.eu/Eratv/Home/View/11-295-0001-1-001-001
13-093-0004-2-001-001,IT8020240109,ETR421 FNM ETCS,Valid (Italy),2024-12-16,https://eratv.era.europa.eu/Eratv/Home/View/13-093-0004-2-001-001
11-057-0079-1-001-001,EU8020240260,X4-A_Corridor DE-AT-NL-PL-CZ-SK-HU-RO-BG_Rel.F1.08a,Valid (European Union),2024-12-16,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0079-1-001-001
13-093-0003-4-001-001,IT8020240108,ETR521 FNM ETCS,Valid (Italy),2024-12-13,https://eratv.era.europa.eu/Eratv/Home/View/13-093-0003-4-001-001
51-426-0001-3-001-001,ES8020230029,Vagon 2SSag for silo_1000_SRSA,Valid (Spain),2024-12-12,https://eratv.era.europa.eu/Eratv/Home/View/51-426-0001-3-001-001
51-425-0001-5-001-001,ES8020230030,Vagon 2Tag for silo_1000_SRSA,Valid (Spain),2024-12-12,https://eratv.era.europa.eu/Eratv/Home/View/51-425-0001-5-001-001
13-111-0019-0-001-001,DE 80 20240295,CORADIA Continental BR1440 Karlsruhe 3-Teiler GMFT,Valid (Germany),2024-12-12,https://eratv.era.europa.eu/Eratv/Home/View/13-111-0019-0-001-001
13-188-0003-2-001-001,ES8020240250,Serie 527 RAM,Valid (Spain),2024-12-12,https://eratv.era.europa.eu/Eratv/Home/View/13-188-0003-2-001-001
13-339-0001-5-001-001,PL8020240292,32WEa,Valid (Poland),2024-12-12,https://eratv.era.europa.eu/Eratv/Home/View/13-339-0001-5-001-001
13-111-0023-2-001-001,DE8020240301,CORADIA Continental BR1440 Mittelhessen 5-Teiler 3FT,Valid (Germany),2024-12-12,https://eratv.era.europa.eu/Eratv/Home/View/13-111-0023-2-001-001
13-053-0003-8-001-001,EU8020230251,ETR610 TI BL3,Valid (European Union),2024-12-12,https://eratv.era.europa.eu/Eratv/Home/View/13-053-0003-8-001-001
73-034-0002-7-001-001,FR8020230112,EMI/SIM (MBF09),Valid (France),2024-12-12,https://eratv.era.europa.eu/Eratv/Home/View/73-034-0002-7-001-001
11-039-0005-4-002-001,EU8020240306,DE 18 MV28004,Valid (European Union),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/11-039-0005-4-002-001
11-039-0005-4-001-001,EU8020240306,DE 18 MV28003,Valid (European Union),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/11-039-0005-4-001-001
13-075-0007-2-001-002,EU8020220294,ICx Configuration K1n-RW,Valid (European Union),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0007-2-001-002
13-075-0005-6-001-002,EU8020220297,ICx Configuration K4s,Valid (European Union),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0005-6-001-002
13-075-0008-0-001-002,EU8020220295,ICx Configuration K1n incl. DT,Valid (European Union),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0008-0-001-002
13-055-0002-5-001-001,DE8020240239,LINT41 TD,Valid (Germany),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/13-055-0002-5-001-001
13-366-0001-8-001-001,RO8020240302,Bombardier Talent BR644,Valid (Romania),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/13-366-0001-8-001-001
13-111-0021-6-001-001,DE8020240300,CORADIA Continental BR1440 Mittelhessen 4-Teiler 3FT,Valid (Germany),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/13-111-0021-6-001-001
71-044-0001-0-002-001,IT8020220019,AUTOSCALA OCPD001 140 km/h,Valid (Italy),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/71-044-0001-0-002-001
13-217-0001-3-002-001,CZ8020240272,848.4/948.4/948.9,Valid (Czech Republic),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/13-217-0001-3-002-001
71-164-0002-4-001-001,CZ8020210049,MPV 22.2,Valid (Czech Republic),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/71-164-0002-4-001-001
13-018-0010-6-004-001,FR8020240003,TGV39700– P Duplex – ERTMS BL3,Valid (France),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0010-6-004-001
71-164-0001-6-001-001,CZ8020210049,MPV 22.1,Valid (Czech Republic),2024-12-10,https://eratv.era.europa.eu/Eratv/Home/View/71-164-0001-6-001-001
13-014-0002-2-001-001,FR5920181006,Z56700 – 110m – V200,Valid (France),2024-12-09,https://eratv.era.europa.eu/Eratv/Home/View/13-014-0002-2-001-001
51-094-0001-9-001-001,EU8020240291,Wagons Q76e voie normale,Valid (European Union),2024-12-09,https://eratv.era.europa.eu/Eratv/Home/View/51-094-0001-9-001-001
11-075-0001-7-008-001,New authorisation: EU8020220181 / Extended area of use: EU8020220182,Eurodual E25/3/1.5 ES-FR-LU Universal bogie,Valid (European Union),2024-12-09,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0001-7-008-001
11-075-0001-7-009-001,New authorisation: EU8020210238 / Extended area of use: EU8020210239,Eurodual E25/3/1.5 ES-FR-LU,Valid (European Union),2024-12-09,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0001-7-009-001
13-292-0001-6-001-002,EU8020240285,Regina 2-car NO-SE,Valid (European Union),2024-12-09,https://eratv.era.europa.eu/Eratv/Home/View/13-292-0001-6-001-002
13-239-0001-7-001-001,FR8020230104,Z58000,Valid (France),2024-12-06,https://eratv.era.europa.eu/Eratv/Home/View/13-239-0001-7-001-001
77-004-0001-8-001-001,PL8020240283,Rotrac RR24,Valid (Poland),2024-12-06,https://eratv.era.europa.eu/Eratv/Home/View/77-004-0001-8-001-001
72-016-0001-7-001-001,EU8020240290,B66_004.00.00,Valid (European Union),2024-12-05,https://eratv.era.europa.eu/Eratv/Home/View/72-016-0001-7-001-001
51-116-0001-0-001-001,NL5320160019,Zacens 41m³,Valid (European Union),2024-12-05,https://eratv.era.europa.eu/Eratv/Home/View/51-116-0001-0-001-001
11-254-0001-8-001-001,EU8020240303,X4-G_Corridor AT_ Rel. E42.01,Valid (European Union),2024-12-05,https://eratv.era.europa.eu/Eratv/Home/View/11-254-0001-8-001-001
13-155-0005-6-001-002,EU8020240009,ICE T BR 411 Bremsbelagsubstitution + ETCS BL3,Valid (European Union),2024-12-05,https://eratv.era.europa.eu/Eratv/Home/View/13-155-0005-6-001-002
13-155-0006-4-001-002,EU8020240009,ICE T BR 411 ETCS BL3,Valid (European Union),2024-12-04,https://eratv.era.europa.eu/Eratv/Home/View/13-155-0006-4-001-002
51-449-0003-1-001-001,EU8020230285,Tagnpps 95 m3,Valid (European Union),2024-12-04,https://eratv.era.europa.eu/Eratv/Home/View/51-449-0003-1-001-001
11-122-0020-7-001-002,EU8020240072,TRAXX F140 AC2 BL3 RP NO-SE,Valid (European Union),2024-12-03,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0020-7-001-002
13-031-0004-2-001-002,NO8020240007,"new version of Class 75 variant with ETCS-STM (ESC-NO-01 and ESC-NO-02), SYS BSL 1.0.5 (SW BSL 2.1.0.6 and HW BSL AB.4)",Valid (Norway),2024-12-02,https://eratv.era.europa.eu/Eratv/Home/View/13-031-0004-2-001-002
11-232-0001-4-001-001,FR8019801001,BB7200PV,Revoked 19800101 (France),2024-12-02,https://eratv.era.europa.eu/Eratv/Home/View/11-232-0001-4-001-001
73-135-0001-4-001-001,FR8020240289,MARSUP - WAGON NACELLE NEGATIVE,Valid (France),2024-12-02,https://eratv.era.europa.eu/Eratv/Home/View/73-135-0001-4-001-001
13-272-0003-4-002-001,IT8020240177,HTR312 R2 V1,Valid (Italy),2024-12-02,https://eratv.era.europa.eu/Eratv/Home/View/13-272-0003-4-002-001
13-354-0001-4-001-001,EU8020240265,RABe 523,Valid (European Union),2024-11-26,https://eratv.era.europa.eu/Eratv/Home/View/13-354-0001-4-001-001
13-178-0012-4-001-001,EU8020240282,Mireo Plus H 2-Teiler PZB,Valid (European Union),2024-11-26,https://eratv.era.europa.eu/Eratv/Home/View/13-178-0012-4-001-001
71-300-0001-6-001-001,ES8020240288,Excavadora bimodal O&H MH-5S 1435/1668 CONEXVIAS,Valid (Spain),2024-11-26,https://eratv.era.europa.eu/Eratv/Home/View/71-300-0001-6-001-001
71-300-0002-4-001-001,ES8020240287,Excavadora bimodal O&H MH-S 1435/1668 CONEXVIAS,Valid (Spain),2024-11-26,https://eratv.era.europa.eu/Eratv/Home/View/71-300-0002-4-001-001
13-292-0002-4-001-001,SE8020240279,Regina 3-car,Valid (Sweden),2024-11-25,https://eratv.era.europa.eu/Eratv/Home/View/13-292-0002-4-001-001
13-292-0007-3-001-001,SE8020240276,VT Regina 3-car,Valid (Sweden),2024-11-25,https://eratv.era.europa.eu/Eratv/Home/View/13-292-0007-3-001-001
51-314-0001-1-001-001,NL5320190007,Smmnps,Valid (European Union),2024-11-22,https://eratv.era.europa.eu/Eratv/Home/View/51-314-0001-1-001-001
13-281-0002-7-001-001,NL8020240274,FLIRT3 EMU3 Limburg ETCS (L-4355),Valid (The Netherlands),2024-11-20,https://eratv.era.europa.eu/Eratv/Home/View/13-281-0002-7-001-001
13-031-0004-2-001-001,NO8020240007,Class 75 variant with ETCS-STM (ESC-NO-01 and ESC-NO-02),Valid (Norway),2024-11-19,https://eratv.era.europa.eu/Eratv/Home/View/13-031-0004-2-001-001
11-262-0001-1-001-001,PL8020240262,E 583 PL GSM-R,Valid (Poland),2024-11-19,https://eratv.era.europa.eu/Eratv/Home/View/11-262-0001-1-001-001
11-296-0001-9-001-001,CZ5920061002,705.9 8010-117 CZ,Valid (Czech Republic),2024-11-19,https://eratv.era.europa.eu/Eratv/Home/View/11-296-0001-9-001-001
13-142-0005-4-001-001,RO8020240277,RE-IR101,Valid (Romania),2024-11-18,https://eratv.era.europa.eu/Eratv/Home/View/13-142-0005-4-001-001
